GROCERYCUSTOMERGUID,FRENCHSTATE,POINT_IN_TIME
34d5870d-b6b9-4646-8611-185a29f7f0ec,Aquitaine,2022-06-01T00:01:00Z
c3675a8f-4b2f-4f9f-9f36-be6a6d1fe5ae,Auvergne,2022-03-01T00:01:00Z
0183e35b-c101-4e82-b019-8887014d4c3c,Île-de-France,2022-10-01T00:01:00Z
6a438253-fe09-4d33-b9de-66494cb5e5c0,Bourgogne,2022-04-01T00:01:00Z
af4c078f-b453-428a-8e72-c28142b420ac,Île-de-France,2022-10-01T00:01:00Z
0adea10c-08bc-4eca-b35e-fe69cd7a33fe,Île-de-France,2022-11-01T00:01:00Z
aa77c992-7c77-41a4-8c38-c93e28339627,Pays de la Loire,2022-07-01T00:01:00Z
594342c3-0e34-487f-8bd2-6392a17fcbbc,Île-de-France,2022-12-01T00:01:00Z
542e2055-5041-4438-9626-1d2d536490a6,Île-de-France,2022-08-01T00:01:00Z
ee9cfd3d-2f43-44c2-86a3-8fe13a976382,Rhône-Alpes,2022-12-01T00:01:00Z
945bdca1-a359-4a14-bff5-4d4130079c7f,Rhône-Alpes,2022-06-01T00:01:00Z
0cebf4a5-5b95-4f61-912c-1dae3040a9e9,Nord-Pas-de-Calais,2022-09-01T00:01:00Z
873e0f0b-95e2-4563-9c0a-a99407378fa5,Île-de-France,2022-08-01T00:01:00Z
a75103ef-3236-424e-8714-bfcae8345071,Martinique,2022-10-01T00:01:00Z
4df6d77c-f7f9-4718-855d-df5b3f077bdf,Bourgogne,2022-03-01T00:01:00Z
98811a49-3bb6-47fc-a8f2-7ad4a1e690a4,Pays de la Loire,2022-03-01T00:01:00Z
5e453873-c7ae-4585-b886-5d651474dd99,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
a2c52406-08dc-438e-913a-31db44574523,Nord-Pas-de-Calais,2022-02-01T00:01:00Z
95246fa8-9ef3-485d-bdd2-22c91d45a97a,Île-de-France,2022-07-01T00:01:00Z
6aab9ce2-7e22-4ac5-86e0-769e2090ef65,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
93b6ad23-0482-462f-857e-aabbfc77b397,Auvergne,2022-12-01T00:01:00Z
dc577c97-cf65-410b-89c9-dd97a3129c2e,Île-de-France,2022-10-01T00:01:00Z
00c0616f-669d-4846-88c7-329c1108d9be,Provence-Alpes-Côte d'Azur,2022-07-01T00:01:00Z
a906b457-33c7-4186-a4a8-77f2ad018c2b,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
4b51039b-34a0-4c80-a72c-d9f5f6b1982a,Rhône-Alpes,2022-10-01T00:01:00Z
c69bfceb-03c7-4e3d-8cb1-3eb4e0ec0b57,Haute-Normandie,2022-10-01T00:01:00Z
aa77c992-7c77-41a4-8c38-c93e28339627,Pays de la Loire,2022-06-01T00:01:00Z
0f059d40-4971-4d4e-9e6f-4fd703cdb960,Midi-Pyrénées,2022-08-01T00:01:00Z
77f5eded-eb7f-4ea3-b5ac-2d944f751d75,Île-de-France,2022-03-01T00:01:00Z
ec385b66-427e-4f1c-a244-197bd57fde94,Rhône-Alpes,2022-08-01T00:01:00Z
39a5fb7b-223a-488a-9702-c53bcbc8023c,Provence-Alpes-Côte d'Azur,2022-02-01T00:01:00Z
773ced6e-525c-4852-ada2-ab398dde093b,Île-de-France,2022-04-01T00:01:00Z
6f349aec-29f0-419d-a7ff-bd533dfc9ef6,Nord-Pas-de-Calais,2022-04-01T00:01:00Z
4fc6d3e0-d2ab-4ef2-8b04-700c14e99b10,Île-de-France,2022-05-01T00:01:00Z
07a3efcc-8097-439c-aedb-1760fde57f72,Limousin,2022-05-01T00:01:00Z
35048e10-b3a0-4b0f-94f5-e72044dad1b6,Centre,2022-07-01T00:01:00Z
ae09af97-0bfe-43f4-ab64-b5559e89546e,Île-de-France,2022-07-01T00:01:00Z
5dc90d7f-e549-4754-b1c7-3bc008716190,Île-de-France,2022-02-01T00:01:00Z
9680fc02-316d-4ff2-8ac2-8b68c353c243,Provence-Alpes-Côte d'Azur,2022-02-01T00:01:00Z
4df6d77c-f7f9-4718-855d-df5b3f077bdf,Bourgogne,2022-04-01T00:01:00Z
ae239658-dc01-4e82-94e8-d6e80b926879,Île-de-France,2022-04-01T00:01:00Z
49b85f20-47c1-4c2f-b292-140b7f011f1a,Nord-Pas-de-Calais,2022-09-01T00:01:00Z
a909f5cd-beb4-4a23-9606-cabdd5a8f785,Rhône-Alpes,2022-09-01T00:01:00Z
f89cfd4b-bf48-48f6-8531-e6a8bcb0c325,Bourgogne,2022-09-01T00:01:00Z
386c1f51-9f21-4170-a741-50466404e696,Île-de-France,2022-09-01T00:01:00Z
316a1858-b541-4e5d-afea-a3ac5d86960d,Île-de-France,2022-02-01T00:01:00Z
256779e3-ec80-481a-b4a2-421166f2662c,Languedoc-Roussillon,2022-11-01T00:01:00Z
ac1a697a-f95f-4309-847d-af0606ebf8a5,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
075a5882-1547-4672-ac1e-537147b19b0a,Lorraine,2022-04-01T00:01:00Z
584577d8-4907-453d-b9fd-45246d867f98,Île-de-France,2022-07-01T00:01:00Z
36d37d1d-853c-4c5b-8c0c-37eb8b8fd51d,Rhône-Alpes,2022-12-01T00:01:00Z
09040145-ba7b-484b-b5fe-bc5a961d7363,Nord-Pas-de-Calais,2022-06-01T00:01:00Z
6771efe5-a4e6-42e8-a97f-c4d1cb1f29fe,Poitou-Charentes,2022-09-01T00:01:00Z
86c216cc-9be0-4e48-81b9-8d11195376fa,Champagne-Ardenne,2022-02-01T00:01:00Z
71178dc7-6863-40ef-b6b8-6caca1682df0,Midi-Pyrénées,2022-10-01T00:01:00Z
bb464c0b-e80b-48a1-85a0-760253653328,Île-de-France,2022-06-01T00:01:00Z
0a2fbf91-bb92-4611-8fe7-b43f2b7ba00b,Haute-Normandie,2022-09-01T00:01:00Z
8933d371-5092-4213-9913-66a93496716c,Provence-Alpes-Côte d'Azur,2022-07-01T00:01:00Z
7484ebd5-ee65-49f8-abce-8becd7af39fb,Haute-Normandie,2022-05-01T00:01:00Z
c028b471-7ff7-45f9-9c89-8418971a7f4d,Alsace,2022-10-01T00:01:00Z
d996e271-27b0-4ed6-b982-6e516e5cf449,Languedoc-Roussillon,2022-02-01T00:01:00Z
9143ac81-dcba-43e8-8de1-158aee318027,Pays de la Loire,2022-08-01T00:01:00Z
59728405-8f8a-4812-8c4b-56e5bb6aff89,Île-de-France,2022-11-01T00:01:00Z
cd26ded0-e15d-47c4-bbdb-59b22925beaf,Provence-Alpes-Côte d'Azur,2022-02-01T00:01:00Z
5cb58bff-6d1a-4375-b43a-bb53c484bd8d,Aquitaine,2022-11-01T00:01:00Z
610381b2-9038-466c-bf6c-8e1198b1e827,Rhône-Alpes,2022-06-01T00:01:00Z
a322283a-8719-4170-a578-96e33673f5e6,Alsace,2022-08-01T00:01:00Z
56ee2429-5879-4083-98f9-918625a6e369,Auvergne,2022-12-01T00:01:00Z
0e7b4cc3-030f-48f2-873d-eb16a71ec9b8,Aquitaine,2022-12-01T00:01:00Z
863135c5-11d1-48c2-8917-26c7f1184f07,Provence-Alpes-Côte d'Azur,2022-12-01T00:01:00Z
14e7ba85-8a07-49d6-85b1-5e4818d5e9e3,Nord-Pas-de-Calais,2022-10-01T00:01:00Z
c7758b71-c3ff-49e5-b97e-98d7dd6437b0,Provence-Alpes-Côte d'Azur,2022-10-01T00:01:00Z
63243e0c-f02a-4ad0-a2ea-181fe751750c,Bourgogne,2022-07-01T00:01:00Z
4df6d77c-f7f9-4718-855d-df5b3f077bdf,Bourgogne,2022-11-01T00:01:00Z
8a1c389f-5796-4692-bda1-dfeab4638461,Île-de-France,2022-10-01T00:01:00Z
e22e1a48-3779-4302-a29d-aa159c8846e7,Île-de-France,2022-04-01T00:01:00Z
5a2ea595-5035-447c-8b20-50d7559993db,Auvergne,2022-10-01T00:01:00Z
47c4d6b3-a523-4e7a-a880-a966e4ac1ff0,Languedoc-Roussillon,2022-09-01T00:01:00Z
99bd6e08-deff-42ba-ae24-41b43b38d789,Rhône-Alpes,2022-06-01T00:01:00Z
bab32ab4-f1c0-4392-baed-6a9edd8f6f6c,Aquitaine,2022-02-01T00:01:00Z
4d0ff51b-df41-4fa9-a48b-ea3463c45a0d,Île-de-France,2022-03-01T00:01:00Z
050cb608-3871-4c42-90d5-00dab6c34378,Île-de-France,2022-12-01T00:01:00Z
993486cb-a36e-4c08-b076-6bc7806b61cd,Provence-Alpes-Côte d'Azur,2022-11-01T00:01:00Z
63a12322-4645-4821-8c83-9a107d887a07,Rhône-Alpes,2022-04-01T00:01:00Z
fca8fb30-e169-4859-80b8-516c4eae4b20,Languedoc-Roussillon,2022-07-01T00:01:00Z
6a24aaf2-65e4-48a5-8027-1088bf53102a,Alsace,2022-03-01T00:01:00Z
25cfcd8b-7c76-4b4a-9599-d7d8bfcc5b6b,Nord-Pas-de-Calais,2022-08-01T00:01:00Z
5cf458fb-50f3-4826-a450-76615061140d,Poitou-Charentes,2022-10-01T00:01:00Z
11517fe8-f427-4ae9-af43-fb1f10fb5930,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
eb05520a-786d-4069-a9cc-9083589b8b3a,Aquitaine,2022-09-01T00:01:00Z
b53ca3ed-ea1f-4b11-b82e-3a7b2a538ffe,Île-de-France,2022-09-01T00:01:00Z
2f4c1578-29d6-44b7-83da-7c5bfb981fa0,Île-de-France,2022-12-01T00:01:00Z
bdc56f42-d2f2-4fd4-ad82-d48d7a0a39ee,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
3d5ec5a7-49b9-44d3-9e54-580d3d705735,Languedoc-Roussillon,2022-12-01T00:01:00Z
161fc7e3-2e61-4264-ae9c-e62fb3bb09d3,Lorraine,2022-08-01T00:01:00Z
96d255d5-b89a-49d1-887a-16f718d7427c,Guyane,2022-11-01T00:01:00Z
b17f1396-1e56-4543-9fec-9ec331b86499,Languedoc-Roussillon,2022-02-01T00:01:00Z
3558a909-aafc-4e31-96d9-186911dc526c,Midi-Pyrénées,2022-02-01T00:01:00Z
a5adc078-db8d-47ff-9f1c-42d1c5320639,Île-de-France,2022-04-01T00:01:00Z
6b8473c0-baff-4022-95a5-226418feffde,Île-de-France,2022-05-01T00:01:00Z
644015e2-cdb8-453c-b41c-20c1d2d03559,Guadeloupe,2022-04-01T00:01:00Z
2388b6c8-b9fc-442f-b533-6ad510f52de2,Lorraine,2022-12-01T00:01:00Z
85587f92-a7b5-42e0-ba86-1fc8b7348818,Île-de-France,2022-08-01T00:01:00Z
a906b457-33c7-4186-a4a8-77f2ad018c2b,Provence-Alpes-Côte d'Azur,2022-11-01T00:01:00Z
3370d046-86ff-47ca-8fdf-4545b335ff94,Midi-Pyrénées,2022-03-01T00:01:00Z
0038e67a-c357-40b4-aa0b-01450fef734a,Île-de-France,2022-04-01T00:01:00Z
de101ad5-b8c7-4d4e-a7b2-d36a98aeb98d,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
9e24b985-a3b5-4ae7-bf5c-24ec5e1a6988,La Réunion,2022-07-01T00:01:00Z
4d9945e6-2e02-4a5f-94a9-3838df6e7a27,Basse-Normandie,2022-09-01T00:01:00Z
8a1c389f-5796-4692-bda1-dfeab4638461,Île-de-France,2022-12-01T00:01:00Z
15ac0b63-0778-445a-95e5-199633102a79,Île-de-France,2022-06-01T00:01:00Z
35383b2c-72c9-48ad-bf94-9b64389d7747,Île-de-France,2022-12-01T00:01:00Z
282b6a9b-638b-48a4-926f-265a9343ae77,Île-de-France,2022-03-01T00:01:00Z
42d75f67-602c-4fa2-becf-bbc8c1ea5bb2,Centre,2022-10-01T00:01:00Z
46489c41-5ea9-4c9c-82a9-ea09b2c77f68,Martinique,2022-10-01T00:01:00Z
ef5ddb81-2828-4465-95e9-9d2fe8656a4d,Île-de-France,2022-02-01T00:01:00Z
fea9708d-df1a-454d-a045-fa5204639307,Île-de-France,2022-04-01T00:01:00Z
cd26ded0-e15d-47c4-bbdb-59b22925beaf,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
8af2d945-8017-4a27-8b72-ce750e3aaa94,Corse,2022-02-01T00:01:00Z
44d5897b-a397-44bb-bdaa-3fc30e462432,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
6ba229b8-8204-41a2-a890-d91934cc8a2d,Aquitaine,2022-02-01T00:01:00Z
51ca8e00-0dda-4a87-b6d8-9ce4666c52f6,Île-de-France,2022-10-01T00:01:00Z
44908c91-bf5d-4780-a757-e0dce824dc17,Île-de-France,2022-09-01T00:01:00Z
5779bf1c-644d-4143-9d23-a12a5a5f7888,Île-de-France,2022-12-01T00:01:00Z
f514fb2e-153a-476c-9294-dafdbe907ecc,Nord-Pas-de-Calais,2022-05-01T00:01:00Z
f6a3ad10-60ea-42c9-9ca5-f1ec6b6842f3,Centre,2022-06-01T00:01:00Z
161fc7e3-2e61-4264-ae9c-e62fb3bb09d3,Lorraine,2022-08-01T00:01:00Z
f3c1dd26-ecac-42a0-8918-6e200a3b9083,Martinique,2022-06-01T00:01:00Z
27fb5f66-077a-4d38-a717-5effaad8e8f3,Midi-Pyrénées,2022-04-01T00:01:00Z
03c89d45-d21d-472f-873f-6a53dec85a86,Midi-Pyrénées,2022-03-01T00:01:00Z
6f17a8ea-a06b-48da-ae17-d429c6b263da,Île-de-France,2022-05-01T00:01:00Z
cdb78d93-4ba9-4bcf-95ec-8584e89148bc,Guyane,2022-08-01T00:01:00Z
26dd389e-6d0a-47da-a81d-1ee2fc6c0c94,Midi-Pyrénées,2022-06-01T00:01:00Z
0e3c79f4-c777-4449-a71e-421b3939e453,Île-de-France,2022-05-01T00:01:00Z
16151255-f6b5-42c4-ba83-d07d56b4b5e0,Aquitaine,2022-08-01T00:01:00Z
c84a664a-43ca-40b7-bb99-ac9540ea9940,Pays de la Loire,2022-03-01T00:01:00Z
62071deb-87fb-4352-8a08-ffa94634efcc,Rhône-Alpes,2022-12-01T00:01:00Z
31c25643-ff96-4612-9a8a-9665baadc7a3,Rhône-Alpes,2022-11-01T00:01:00Z
e3c28911-91a9-48b0-ba19-775aae05715a,Auvergne,2022-09-01T00:01:00Z
e2cfde23-b72b-46db-9d36-8dea9dd8be5c,Île-de-France,2022-10-01T00:01:00Z
6c7863f9-dd5b-4409-9e53-f112e6593814,Alsace,2022-03-01T00:01:00Z
c623f226-553a-43f8-b66d-27537464d621,Centre,2022-10-01T00:01:00Z
530330a4-fadd-4c8d-9dd3-4da9576f9f8d,Île-de-France,2022-03-01T00:01:00Z
a4241087-db47-43fc-936d-52b8b7bb613b,Alsace,2022-05-01T00:01:00Z
1fd8d624-bdba-4b6d-ae59-1363b559721e,Alsace,2022-06-01T00:01:00Z
17ea5a1a-f78e-4646-84da-62ab3af8a178,Île-de-France,2022-06-01T00:01:00Z
5acaeea1-7390-46cb-a244-3a3da6e4a1a9,Rhône-Alpes,2022-05-01T00:01:00Z
130a7d3d-3245-45e6-9a32-8a3974c1af75,Île-de-France,2022-04-01T00:01:00Z
23547c6d-0884-4e98-9fc8-82ba469a6733,Île-de-France,2022-02-01T00:01:00Z
ac428f74-8cf3-4818-a656-74a78d7fe1a7,Rhône-Alpes,2022-12-01T00:01:00Z
57791d18-676c-4bef-8a47-fe601bafc919,Île-de-France,2022-07-01T00:01:00Z
a2828c3b-036c-4e2e-9bd6-30c9ee9a20e3,Île-de-France,2022-02-01T00:01:00Z
af30d1e6-1563-4866-9038-5a4c338f579d,Rhône-Alpes,2022-02-01T00:01:00Z
d63f5fdc-f135-4fa8-a361-1e24ef326e50,Champagne-Ardenne,2022-08-01T00:01:00Z
130a01ec-5630-4e4e-82a3-73e685855ba1,Île-de-France,2022-06-01T00:01:00Z
062a268a-8496-452a-9bae-5d3438da7939,Île-de-France,2022-04-01T00:01:00Z
db6d17ac-42f1-47e2-8bf4-b0ce45b59591,Bourgogne,2022-03-01T00:01:00Z
aabf93a1-3816-4089-ad99-2cb294301ba5,Haute-Normandie,2022-04-01T00:01:00Z
5c31df1e-c8b3-4fb7-98be-6226c72fd28f,Île-de-France,2022-08-01T00:01:00Z
3bb2287e-587c-4d18-a198-37a3cfc1cd10,Lorraine,2022-05-01T00:01:00Z
d31abf9b-9d32-4507-86f4-d8b8fe069546,Basse-Normandie,2022-02-01T00:01:00Z
3370d046-86ff-47ca-8fdf-4545b335ff94,Midi-Pyrénées,2022-08-01T00:01:00Z
c075d494-2d65-4061-bdb9-02f6f96a9d62,Île-de-France,2022-04-01T00:01:00Z
79951924-5056-4d4e-9597-e7ab8f0e4cb7,Haute-Normandie,2022-06-01T00:01:00Z
fbc659bc-8801-45e6-baff-f937437c0f65,Île-de-France,2022-04-01T00:01:00Z
7cc5b9fd-7719-417b-a343-7c87466a74a6,Haute-Normandie,2022-09-01T00:01:00Z
0f7d8923-0bde-47c3-909e-5b9eaf572970,Provence-Alpes-Côte d'Azur,2022-10-01T00:01:00Z
9cc5c01a-0afb-4472-b882-d8f3093436c8,Basse-Normandie,2022-06-01T00:01:00Z
7b87cf70-093c-409a-8a08-7a3d0b53de1c,Provence-Alpes-Côte d'Azur,2022-07-01T00:01:00Z
2ec90722-2ccf-4449-b5d0-d77eac492514,Midi-Pyrénées,2022-02-01T00:01:00Z
2523b68e-44af-45fe-836b-14f1a6d3788f,Île-de-France,2022-02-01T00:01:00Z
90dd1f09-c020-42f9-bd03-d9f4bd07145e,Île-de-France,2022-08-01T00:01:00Z
39c4306f-f580-4e57-82b5-884231d46b86,Pays de la Loire,2022-05-01T00:01:00Z
4c505dcd-f0fa-4c50-9141-d868fbfed66f,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
5b7a87c5-f3e2-4710-88de-b9bed83f2be3,Île-de-France,2022-06-01T00:01:00Z
7484ebd5-ee65-49f8-abce-8becd7af39fb,Haute-Normandie,2022-04-01T00:01:00Z
838c39bc-544b-40d5-b126-0e8dcd6b00e4,Basse-Normandie,2022-12-01T00:01:00Z
7c3dd964-8803-42f1-9868-1311571fa862,Île-de-France,2022-08-01T00:01:00Z
075a5882-1547-4672-ac1e-537147b19b0a,Lorraine,2022-10-01T00:01:00Z
5e0c69ce-6b96-4b3f-ab76-d75e08555b22,Île-de-France,2022-08-01T00:01:00Z
fbfea7d8-d4c5-4c6d-859d-41270da26314,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
967305ea-f163-4ab4-91e3-1098f44dcd20,Île-de-France,2022-07-01T00:01:00Z
6a7d5f7c-a7a3-473c-a9d3-816f37d31bd6,Haute-Normandie,2022-11-01T00:01:00Z
87362791-a0d7-42b2-8a8d-49d8ef11f30c,Champagne-Ardenne,2022-02-01T00:01:00Z
4655c60e-9922-4d16-84a8-fe444e3e8189,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
8b874e49-d696-40ce-9412-9a52ff2fa920,Île-de-France,2022-04-01T00:01:00Z
a5adc078-db8d-47ff-9f1c-42d1c5320639,Île-de-France,2022-08-01T00:01:00Z
ccb3ca4e-46d3-4a15-b598-94a848a7a5d4,Île-de-France,2022-02-01T00:01:00Z
2e2c4b6f-8741-4bd2-b144-510502ef960c,Rhône-Alpes,2022-06-01T00:01:00Z
e553ff8b-48e9-4f4b-a86d-d7d1f5b4a752,Nord-Pas-de-Calais,2022-02-01T00:01:00Z
d836b370-9b8c-4cf5-8612-32e39224a9d3,Auvergne,2022-10-01T00:01:00Z
8ddf47ef-3e1f-472e-ad49-8ce11a45d2a9,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
b198d123-9c97-4068-b464-bce8b49df2c2,Île-de-France,2022-08-01T00:01:00Z
945bdca1-a359-4a14-bff5-4d4130079c7f,Rhône-Alpes,2022-02-01T00:01:00Z
ac1a697a-f95f-4309-847d-af0606ebf8a5,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
23547c6d-0884-4e98-9fc8-82ba469a6733,Île-de-France,2022-07-01T00:01:00Z
6340a2b4-99e5-4725-b69e-047f4f735ff2,Île-de-France,2022-08-01T00:01:00Z
5f5e0383-58f4-4a25-ae46-eae9460a8a57,Rhône-Alpes,2022-04-01T00:01:00Z
7fb36880-84b6-46f5-bcab-7b3bea43e41e,Nord-Pas-de-Calais,2022-03-01T00:01:00Z
3b341e35-93b9-40a5-bfca-60bdc94374ee,Île-de-France,2022-05-01T00:01:00Z
bb464c0b-e80b-48a1-85a0-760253653328,Île-de-France,2022-08-01T00:01:00Z
1098cc74-049e-41b9-bbdc-248477eb2ebe,Nord-Pas-de-Calais,2022-11-01T00:01:00Z
85ad73ac-190f-4fff-90d5-641c833a83ba,Île-de-France,2022-11-01T00:01:00Z
b1cd7a3d-7063-407e-9da5-4b4127fdb961,Île-de-France,2022-05-01T00:01:00Z
0cebf4a5-5b95-4f61-912c-1dae3040a9e9,Nord-Pas-de-Calais,2022-04-01T00:01:00Z
a3d5e6f1-6d25-45a5-b6e2-d73184595ea9,Île-de-France,2022-07-01T00:01:00Z
5cb8f1a1-102e-45ee-b863-c9efdab2f14c,Nord-Pas-de-Calais,2022-09-01T00:01:00Z
f02aff8d-5188-4ff8-8f8e-a2ce2e8ffbff,Île-de-France,2022-06-01T00:01:00Z
4d0ff51b-df41-4fa9-a48b-ea3463c45a0d,Île-de-France,2022-04-01T00:01:00Z
e459196f-bf0a-41a1-a307-a4cfcf41fea9,Île-de-France,2022-08-01T00:01:00Z
9232d0cf-5a60-4502-96f7-d26dc2921ae6,Île-de-France,2022-06-01T00:01:00Z
fc24fb78-f722-496c-a73c-d576c7696002,Nord-Pas-de-Calais,2022-07-01T00:01:00Z
33d16c62-12c2-4824-a847-c219e948ad07,Île-de-France,2022-12-01T00:01:00Z
96a03d97-6e9c-44e1-b1f5-da0faec84e25,Picardie,2022-11-01T00:01:00Z
d996e271-27b0-4ed6-b982-6e516e5cf449,Languedoc-Roussillon,2022-05-01T00:01:00Z
cba3c6a6-3c2a-46d7-9bf2-123e1c4e0d7c,Île-de-France,2022-03-01T00:01:00Z
f02aff8d-5188-4ff8-8f8e-a2ce2e8ffbff,Île-de-France,2022-02-01T00:01:00Z
11517fe8-f427-4ae9-af43-fb1f10fb5930,Provence-Alpes-Côte d'Azur,2022-08-01T00:01:00Z
7636301f-a185-4f25-bddf-e27fade36fcf,Île-de-France,2022-12-01T00:01:00Z
7c1fc446-2ace-45fd-87cd-133f689ea094,Haute-Normandie,2022-11-01T00:01:00Z
a35bc380-43ef-4390-90a8-c6ea312197ac,Île-de-France,2022-05-01T00:01:00Z
8d78d10d-af33-48cf-8304-ed3e9a8c9f0b,Rhône-Alpes,2022-08-01T00:01:00Z
94e6fd18-525b-4da0-b1b2-7aad349d51c7,Île-de-France,2022-10-01T00:01:00Z
a32b4ae9-e1f6-46eb-ae8c-e8677d9001d2,Île-de-France,2022-11-01T00:01:00Z
fd430088-8ae7-43f6-b0d7-a8704538521f,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
51b0d1e8-f416-4e0e-a55c-00df654b0a0a,Île-de-France,2022-11-01T00:01:00Z
c028b471-7ff7-45f9-9c89-8418971a7f4d,Alsace,2022-05-01T00:01:00Z
0dc3b146-eded-4e6e-b3ac-6e1d3d2c8fe0,Île-de-France,2022-02-01T00:01:00Z
6a7b3c28-3591-4d6d-8c8c-19a84be5096b,Provence-Alpes-Côte d'Azur,2022-06-01T00:01:00Z
f6dbd4e9-ae5e-4c4a-9461-d5244244b58c,Franche-Comté,2022-12-01T00:01:00Z
63243e0c-f02a-4ad0-a2ea-181fe751750c,Bourgogne,2022-07-01T00:01:00Z
d996e271-27b0-4ed6-b982-6e516e5cf449,Languedoc-Roussillon,2022-10-01T00:01:00Z
6215bac4-06dc-4fbd-bd81-159fa6ecc562,Île-de-France,2022-10-01T00:01:00Z
5bd96b3c-a37f-4b2a-a589-3fe426b6d4d1,Midi-Pyrénées,2022-06-01T00:01:00Z
e1d8a378-8056-4bcd-850b-26b81a313a15,Languedoc-Roussillon,2022-10-01T00:01:00Z
04337c88-309e-4d6d-b4c2-21e7162a78f2,Guadeloupe,2022-06-01T00:01:00Z
fa6efaa1-fb76-46b2-8215-317029cf8ea6,Picardie,2022-09-01T00:01:00Z
856f721a-8d6d-4872-973d-44764ccf3730,Centre,2022-11-01T00:01:00Z
3d5ec5a7-49b9-44d3-9e54-580d3d705735,Languedoc-Roussillon,2022-03-01T00:01:00Z
59728405-8f8a-4812-8c4b-56e5bb6aff89,Île-de-France,2022-06-01T00:01:00Z
d0917bbc-f4b4-4c16-b8be-841d7e589d48,Midi-Pyrénées,2022-04-01T00:01:00Z
d3d55a29-7eb0-46d5-a117-c7764a21ed68,Île-de-France,2022-05-01T00:01:00Z
0bdc87fe-5e54-4927-a9b9-5d6af305a679,Provence-Alpes-Côte d'Azur,2022-08-01T00:01:00Z
c5820998-e779-4d62-ab8b-79ef0dfd841b,Languedoc-Roussillon,2022-10-01T00:01:00Z
973c12e0-9b62-4549-aab3-94a69b415881,Lorraine,2022-07-01T00:01:00Z
189bb539-bc13-4e26-970d-e520239a154b,Picardie,2022-10-01T00:01:00Z
0a2fbf91-bb92-4611-8fe7-b43f2b7ba00b,Haute-Normandie,2022-10-01T00:01:00Z
f513b477-8cbf-4a8e-b9a2-6de319f214c3,Basse-Normandie,2022-12-01T00:01:00Z
c7758b71-c3ff-49e5-b97e-98d7dd6437b0,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
aabf93a1-3816-4089-ad99-2cb294301ba5,Haute-Normandie,2022-06-01T00:01:00Z
9a2e3a16-5f72-400d-8e7c-58f41eaea7af,Nord-Pas-de-Calais,2022-11-01T00:01:00Z
f976d3ff-4d51-4f89-aa59-ac90d279802a,Picardie,2022-09-01T00:01:00Z
501d2f57-5e4f-4fe2-9814-118986eabc6a,Provence-Alpes-Côte d'Azur,2022-09-01T00:01:00Z
50337bb8-1cc8-4670-9171-0a61b5895b26,Languedoc-Roussillon,2022-06-01T00:01:00Z
1ddbeee4-3139-46af-a387-4aee8fcbf123,Haute-Normandie,2022-05-01T00:01:00Z
6a24aaf2-65e4-48a5-8027-1088bf53102a,Alsace,2022-06-01T00:01:00Z
af30d1e6-1563-4866-9038-5a4c338f579d,Rhône-Alpes,2022-12-01T00:01:00Z
22d37e8d-0e7b-41c0-94eb-95c9282ab041,Île-de-France,2022-10-01T00:01:00Z
c702ddf2-46d1-4fd2-a6dc-a521fdcb926f,Rhône-Alpes,2022-06-01T00:01:00Z
f97e96d8-26f2-4602-8707-9a7b615947c3,Lorraine,2022-08-01T00:01:00Z
6252c21a-e8f6-490a-a369-243989f3bb1c,Provence-Alpes-Côte d'Azur,2022-05-01T00:01:00Z
3682b233-129e-4de7-a003-48d8d46f1561,Île-de-France,2022-04-01T00:01:00Z
23441e30-84e8-4632-83d4-d3a5f5eb163d,Provence-Alpes-Côte d'Azur,2022-03-01T00:01:00Z
130a01ec-5630-4e4e-82a3-73e685855ba1,Île-de-France,2022-02-01T00:01:00Z
85e7dfad-73ab-4eca-bc1e-cc50c809cea4,Languedoc-Roussillon,2022-02-01T00:01:00Z
a4241087-db47-43fc-936d-52b8b7bb613b,Alsace,2022-04-01T00:01:00Z
b55a9c80-fee2-4636-a598-dff2a36c83a6,Île-de-France,2022-11-01T00:01:00Z
501d2f57-5e4f-4fe2-9814-118986eabc6a,Provence-Alpes-Côte d'Azur,2022-04-01T00:01:00Z
81360a62-3204-4d09-8111-df7dffdf835d,Centre,2022-06-01T00:01:00Z
e82d6ec4-30be-46e4-ab80-8552a98e86e7,Île-de-France,2022-08-01T00:01:00Z
38897ae0-e683-453d-af8f-81d02fc9e9eb,Île-de-France,2022-07-01T00:01:00Z
