BANKCUSTOMERID,STATECODE,POINT_IN_TIME
69e7e55d-000b-407b-ba45-93c31c31532b,WI,2023-01-01 00:00:00
69f95f17-aa0b-42e6-a37b-4f35c4595f1c,MA,2023-01-01 00:00:00
69fcf64c-8092-44d9-938c-636dafbeaf62,NY,2023-01-01 00:00:00
6a04eeca-1b6d-46fb-8bff-32a8f3111d75,ID,2023-01-01 00:00:00
6a0b997b-2341-47d1-a754-da186844d27f,FL,2023-01-01 00:00:00
6a1233af-3bc0-4391-bd99-36bde62a474a,NJ,2023-01-01 00:00:00
6a1b9693-7bdf-463d-8e47-1a27ab725696,IL,2023-01-01 00:00:00
6a28a81f-0720-4d2a-89f7-cec122bed530,UT,2023-01-01 00:00:00
6a29282e-5fc2-4ae6-b6ef-bb9bf22f7890,CT,2023-01-01 00:00:00
6a2e1779-814e-4e38-a405-d2228aab449e,NY,2023-01-01 00:00:00
6a2ef83c-aa3f-4b41-9ac7-6f7fd006ec9e,CA,2023-01-01 00:00:00
6a30ec3e-af0a-4f2b-80b6-06662d9949c5,TX,2023-01-01 00:00:00
6a33833c-11c7-455f-a3a1-e999f4eb4d09,MI,2023-01-01 00:00:00
6a3f107e-7bc3-4038-b270-ea22e9f662f2,MA,2023-01-01 00:00:00
6a453f45-569c-4a0c-bcc0-29e8869b7f43,OH,2023-01-01 00:00:00
6a66a921-4c09-482d-bde7-634f8da897d5,FL,2023-01-01 00:00:00
6a66ba86-5b5d-4db4-b465-25895ce11f4d,OH,2023-01-01 00:00:00
6a71999f-f7b7-4aee-815e-76c2d525a27d,NJ,2023-01-01 00:00:00
6a8e1197-f9f0-4db6-9176-b65b52114faf,IN,2023-01-01 00:00:00
6a8eb5c5-b73f-4450-a073-23ec68dd4183,MN,2023-01-01 00:00:00
6a9c725f-bd3b-45c0-9353-a3ff71f6d1c5,MA,2023-01-01 00:00:00
6aa2947b-e385-4a8b-bb0d-9397178b38da,AK,2023-01-01 00:00:00
6aadacc3-4d5a-44a3-b8cc-76c19b88b851,RI,2023-01-01 00:00:00
6ab02555-442c-400c-941e-30db7dee687e,AL,2023-01-01 00:00:00
6ab11462-1e97-4cb5-8122-3ac7a6fc8e6a,ME,2023-01-01 00:00:00
6ab8cf4a-e98d-4fc8-a1a7-85497d30f968,FL,2023-01-01 00:00:00
6ac7adf9-e6c8-4e72-9757-b92988f0162a,TX,2023-01-01 00:00:00
6acc610c-f633-484e-a554-316818d9f3a8,IL,2023-01-01 00:00:00
6ace1eef-9662-40db-a5d2-96e00768a01a,FL,2023-01-01 00:00:00
6ad10afe-c8df-43cb-aa2d-ddd90b0f6c79,IL,2023-01-01 00:00:00
6ad5f7fb-ac7d-41e6-ac7b-25002c9f1196,CA,2023-01-01 00:00:00
6ad9a016-eecd-498d-b644-79e969111b0f,UT,2023-01-01 00:00:00
6ada4813-e43a-4ad7-a31a-dd26ccd7310b,CA,2023-01-01 00:00:00
6addd785-7344-4b72-8bd3-4491af4ea41f,TX,2023-01-01 00:00:00
6af80ba6-8e84-4cba-bd52-c5b2ca9c7e3c,NY,2023-01-01 00:00:00
6b0331eb-9000-4509-b208-931b3af22864,WA,2023-01-01 00:00:00
6b053c14-5f51-48ee-8895-2466ca6d3382,GA,2023-01-01 00:00:00
6b1b949f-61ee-4e9f-8a8f-203d8dd2ddc5,CA,2023-01-01 00:00:00
6b1cbc72-729a-4bb0-b414-186d5a0debdb,AR,2023-01-01 00:00:00
6b1d7a74-4980-4a07-83ad-110fd29e62ac,FL,2023-01-01 00:00:00
6b232edd-4c18-4b49-ae35-0c3bd59fcc8a,TX,2023-01-01 00:00:00
6b2a910a-f830-483e-958b-3c740daa8701,NY,2023-01-01 00:00:00
6b2d5283-79e4-4f0d-8124-9e62e53689a8,WY,2023-01-01 00:00:00
6b2fb547-2b73-4a31-a28b-e8db72a95c6f,TX,2023-01-01 00:00:00
6b368180-b7b7-4702-8e13-54c5ac113aa6,PA,2023-01-01 00:00:00
6b555513-e0c6-447b-8c83-96530047fd69,MI,2023-01-01 00:00:00
6b575e72-9e7f-4636-b456-bda7e9126483,NY,2023-01-01 00:00:00
6b5a4fc5-d3df-43fd-8f19-63db89063d78,CA,2023-01-01 00:00:00
6b669292-d858-46cf-91cd-411260f4ba98,TX,2023-01-01 00:00:00
6b75ac69-a970-4553-b647-8592c3a57035,IL,2023-01-01 00:00:00
6b7d2c6e-2921-4d13-a5cd-309534ea1735,OH,2023-01-01 00:00:00
6b840217-cede-4fe0-b1bf-157d99d5e145,TN,2023-01-01 00:00:00
6b844345-01a6-4117-94bb-3f43d3564efc,TX,2023-01-01 00:00:00
6b877d34-5eb8-48f4-b461-902da1d1a866,VA,2023-01-01 00:00:00
6b91bc77-05ac-4020-a04b-eb7912c5f392,VA,2023-01-01 00:00:00
6ba2b78f-d7bd-43ff-834a-9ae72f77c5ae,KY,2023-01-01 00:00:00
6ba8b1b4-6260-42b8-9ec7-2d465679aeea,NY,2023-01-01 00:00:00
6bb08713-ce25-4297-bce6-94d3d0d190df,KY,2023-01-01 00:00:00
6bb286ac-0d88-4d15-8842-cd27b5702cfe,MA,2023-01-01 00:00:00
6bb32fcf-4fe4-493b-acb7-5ca5fdcd0c3f,OH,2023-01-01 00:00:00
6bc08e4b-b5ef-472d-9191-29ae89365612,GA,2023-01-01 00:00:00
6bc47239-1c88-4bd3-9d37-57931f5cae8b,CA,2023-01-01 00:00:00
6bc61fc3-41f5-4256-a85c-6992efa8f8a9,MA,2023-01-01 00:00:00
6bcc6c49-1a03-4a16-88a3-8691bfb61aff,CA,2023-01-01 00:00:00
6bd0c57f-757e-4e44-9b45-693042687357,MI,2023-01-01 00:00:00
6bd2d182-3482-46ef-89a6-1c0ab67126fc,IL,2023-01-01 00:00:00
6be2a492-ef0e-47bc-a5ed-876d494b9672,MA,2023-01-01 00:00:00
6be9f857-2fcd-4312-99e5-1f7671676ac7,DC,2023-01-01 00:00:00
6bebb936-37a0-4338-b790-15f5fe6dcf14,MI,2023-01-01 00:00:00
6bedd025-c0fa-4304-9884-e00aa262df9a,NC,2023-01-01 00:00:00
6bf1a57b-4446-4575-b8d6-ed6340e6b7ca,AL,2023-01-01 00:00:00
6bf62c38-9ea2-4823-b7ac-3af24a4c5f9f,MI,2023-01-01 00:00:00
6bf96fde-c6aa-459e-b4a5-96fb7f9f760f,WA,2023-01-01 00:00:00
6c0368e5-404c-4dbb-9ab5-9d93f5c0d0c8,AR,2023-01-01 00:00:00
6c15a716-9707-459c-9070-c6db733d11da,MA,2023-01-01 00:00:00
6c16f211-511b-4178-8703-74bd63d13cdb,CA,2023-01-01 00:00:00
6c1f1a2a-5e6d-4777-baf6-26142c9aa3dd,TX,2023-01-01 00:00:00
6c241dba-4122-4201-bafb-ba89db511fd6,SC,2023-01-01 00:00:00
6c263511-3820-4310-a937-272b1b8a6b85,IL,2023-01-01 00:00:00
6c2cb245-ff91-4d00-862f-7a6b6a3afadd,RI,2023-01-01 00:00:00
6c2ddc5a-c4a4-475a-93e5-04dbba55b0da,AR,2023-01-01 00:00:00
6c323ccd-b970-455f-b9ed-f5b58f01e1c7,IA,2023-01-01 00:00:00
6c33b819-c09b-4cb7-9187-d23a1dbd9eb3,NJ,2023-01-01 00:00:00
6c34dea3-6c3c-4db0-8c06-4cca426e8803,NC,2023-01-01 00:00:00
6c358dcf-5c36-43f4-93ed-7ceaa5f0917e,FL,2023-01-01 00:00:00
6c45d3bd-056c-4428-8efe-7ece0e71590a,WA,2023-01-01 00:00:00
6c462c87-2c1a-431e-8ab8-cdc079d9ee48,MA,2023-01-01 00:00:00
6c47a396-f737-4bba-9822-c2f28545cf73,CA,2023-01-01 00:00:00
6c4c037d-2fe5-4533-8d5d-a28908f6f638,OH,2023-01-01 00:00:00
6c4dec1e-c88b-4fb5-93b9-f7b048c464b2,IL,2023-01-01 00:00:00
6c525630-5081-4dff-94b1-33e402ae53a3,MN,2023-01-01 00:00:00
6c52603f-7fec-4c57-97cc-d2bf35a75a0b,MA,2023-01-01 00:00:00
6c56233e-25f9-4f28-8296-102a21089ab1,CO,2023-01-01 00:00:00
6c57c362-fff1-4222-948b-a65e0545076c,CO,2023-01-01 00:00:00
6c582c19-19e1-470b-bafc-ed04344ae0c9,FL,2023-01-01 00:00:00
6c584417-4c09-453b-aa8c-0f09f6c84f5e,CA,2023-01-01 00:00:00
6c69dffd-3a81-4d56-9890-de675454eb7f,NY,2023-01-01 00:00:00
6c6bb4ea-5603-4788-b11e-697e102957c8,TX,2023-01-01 00:00:00
6c6d61b5-6acc-455e-8ffd-9c9ffce2965c,CA,2023-01-01 00:00:00
6c719225-025f-4b17-acca-71c03796ab44,AL,2023-01-01 00:00:00
6c7d4ca1-1a8d-475a-862d-b9440c39b36b,GA,2023-01-01 00:00:00
6c8c5544-c4ac-4358-8d78-a0a6bce1a616,NY,2023-01-01 00:00:00
6c8fc490-57af-4ef0-9217-a3b9a05df97d,MI,2023-01-01 00:00:00
6c96159e-8d78-4605-be9d-a6a6837af02e,WA,2023-01-01 00:00:00
6c98aa96-d5ff-4b9d-92e8-2d48ebeb07ea,AZ,2023-01-01 00:00:00
6c9ca4b2-56d7-4f83-9f66-886ed60cebd9,TX,2023-01-01 00:00:00
6c9fe8ee-a082-4b52-994c-8d5b272ee18a,TX,2023-01-01 00:00:00
6cb5cea3-ba1e-43c1-95a5-e17b758a5c50,FL,2023-01-01 00:00:00
6cb88672-3889-4f76-b917-0b9310ee3a0d,NM,2023-01-01 00:00:00
6cb935f9-019c-4d96-994f-8aaf7f9c8c93,UT,2023-01-01 00:00:00
6cc03f75-3caf-4f6e-ab06-13bb05777125,DC,2023-01-01 00:00:00
6cc0e6f1-9e44-4820-b97e-bf8396450155,OH,2023-01-01 00:00:00
6ccbabc5-00e2-4cdd-afde-6728faa2cb62,DC,2023-01-01 00:00:00
6cd49639-80cf-4007-8b52-2c22451fdf2d,LA,2023-01-01 00:00:00
6cd63dc1-329a-4837-8e89-1464cd7e5cf8,CA,2023-01-01 00:00:00
6cd86857-cae4-4094-a11e-b013f2c26955,MA,2023-01-01 00:00:00
6cd8f340-d98d-4e5e-a811-6e6990f9cbb7,IL,2023-01-01 00:00:00
6cdcc3cc-b8c4-4ca3-b003-dee940535e24,VA,2023-01-01 00:00:00
6cddeb86-c1d8-4ef0-8343-56427fe876da,RI,2023-01-01 00:00:00
6cdf7435-f9c7-49be-8889-6b2e48b0d9fc,NY,2023-01-01 00:00:00
6ce0b195-6014-4f8a-8c74-f98534eb9d84,OH,2023-01-01 00:00:00
6ce129e9-305c-4397-9fb3-aed22bc21290,PA,2023-01-01 00:00:00
6cfc5f5f-3f6c-4d98-a5ac-5b524e45ae73,NJ,2023-01-01 00:00:00
6d010ec9-8613-425d-a21c-6ba42ceca846,CA,2023-01-01 00:00:00
6d017b4a-50b3-42ba-bb9d-5d5e7bf002a5,TX,2023-01-01 00:00:00
6d062f1a-58a0-4ea9-b9dd-c739337535d1,NY,2023-01-01 00:00:00
6d076f03-b6ae-46a9-87d5-0ba1b14f9710,IN,2023-01-01 00:00:00
6d13482e-125f-4d05-9066-ad8e462c25b8,VA,2023-01-01 00:00:00
6d167fd3-6414-408c-95b4-8fe93aca8f25,CA,2023-01-01 00:00:00
6d178a1d-534a-41a9-b673-7bef828c6e57,TN,2023-01-01 00:00:00
6d263cfa-4cda-45e2-82d2-a6e996651c86,NY,2023-01-01 00:00:00
6d27b892-8e30-4c17-ba38-125f54e6e49e,IL,2023-01-01 00:00:00
6d2c148d-7996-4cd2-810d-77c2ab4cab13,NV,2023-01-01 00:00:00
6d330746-48cf-47c3-a631-6c7d88ccc0ec,PA,2023-01-01 00:00:00
6d4172ba-9119-4378-b15d-0d24166be204,MA,2023-01-01 00:00:00
6d46cb3c-efa3-48ce-b314-60416353a9f3,UT,2023-01-01 00:00:00
6d4ef716-ce24-44ee-9711-4c6eb1cacdd1,MS,2023-01-01 00:00:00
6d4f6f16-b074-4069-aeb5-f5bd4af85db6,GA,2023-01-01 00:00:00
6d50035e-c46f-420e-bb6a-f74cca4aa200,KY,2023-01-01 00:00:00
6d5087b3-7079-448f-882c-45611edbce64,VA,2023-01-01 00:00:00
6d599125-d292-416c-a30e-10d2c9a6882f,VA,2023-01-01 00:00:00
6d5fbbc4-e6f7-4389-99a2-ce8a470f18f1,WI,2023-01-01 00:00:00
6d5fc681-7dfe-49cc-92a0-3bcf556abdee,WI,2023-01-01 00:00:00
6d609f29-a481-4af5-90e9-1acbf83468d8,TX,2023-01-01 00:00:00
6d64faed-0d1b-4b6e-9242-e7243fe4423f,NJ,2023-01-01 00:00:00
6d6bf8f8-d044-4d37-b096-6e4ab1172d1b,WI,2023-01-01 00:00:00
6d75379a-d3c9-4474-9fe7-671293411735,PA,2023-01-01 00:00:00
6d871920-edf8-4153-a47d-57f3c7a95a67,NC,2023-01-01 00:00:00
6d8b4ece-8ebc-4e98-9c60-973b835a75d4,CA,2023-01-01 00:00:00
6d96fa32-fb31-4786-b522-b4c0208d8a06,GA,2023-01-01 00:00:00
6dbed837-b999-452d-9271-7c0d791bf28b,WI,2023-01-01 00:00:00
6dccb036-b84e-4c82-8b66-930244e0783d,TX,2023-01-01 00:00:00
6dd4b8e3-9e5a-4a63-9d32-282e3a79bca9,CA,2023-01-01 00:00:00
6dd52de3-c29c-4991-903f-47df20afaf7e,VA,2023-01-01 00:00:00
6dd95ffc-eb66-45b9-8c25-d21279435a1e,VT,2023-01-01 00:00:00
6ddc14a3-cf53-4d05-9b7f-0b6f7c8152e9,WI,2023-01-01 00:00:00
6de1a7c8-8498-49c2-ba3f-585579e80a1a,OK,2023-01-01 00:00:00
6deb81b1-b83a-4b05-897b-816adfe33c33,MI,2023-01-01 00:00:00
6ded404e-7d05-431e-80ad-733826009c09,TX,2023-01-01 00:00:00
6def27cc-07ec-4d9c-911c-512e2b648a04,NY,2023-01-01 00:00:00
6df9f50c-8f2e-478d-8759-a7eda80b6490,PA,2023-01-01 00:00:00
6dfc069b-d51d-4a4e-981f-19bbe215a454,NY,2023-01-01 00:00:00
6e0022d1-7a69-4815-a980-d4ccb29b5407,KS,2023-01-01 00:00:00
6e14029a-72e4-45ca-8ca5-0b14e07431c2,TX,2023-01-01 00:00:00
6e1480f3-03c1-4253-bf5f-94c3e3d31b34,WA,2023-01-01 00:00:00
6e177d9c-db5e-48ea-8db0-42c6d6094c06,FL,2023-01-01 00:00:00
6e1dc29a-12aa-48f9-9bfe-17be9a0e45f3,IL,2023-01-01 00:00:00
6e34f5cf-ff6a-4a7c-8145-754988af371b,CA,2023-01-01 00:00:00
6e452482-7228-458e-aa2e-f8acbf0f873a,NY,2023-01-01 00:00:00
6e4b1163-3d77-4f3f-8f32-3f70d3320107,CA,2023-01-01 00:00:00
6e4f0713-1225-4684-8dff-6b9d89bc3d95,FL,2023-01-01 00:00:00
6e52bc57-fc94-41d6-900d-2e5f6f9a2460,LA,2023-01-01 00:00:00
6e57e271-f4e3-46e8-bcd0-8b96ed4513d9,FL,2023-01-01 00:00:00
6e5bfc8f-45df-48dc-954c-13f45b14b8f2,IN,2023-01-01 00:00:00
6e5eb5f1-bc99-47f0-9e5a-6d86a576d96a,NJ,2023-01-01 00:00:00
6e654cc0-21c0-4bf9-a214-ac9479505ee4,PA,2023-01-01 00:00:00
6e662d04-6a05-48e9-ad98-8c1b04c0ea46,PA,2023-01-01 00:00:00
6e673567-9503-4f8e-9b91-1f84ed0a35d3,TX,2023-01-01 00:00:00
6e72f58a-7815-4804-9b7a-2f4f069e3c1e,TX,2023-01-01 00:00:00
6e783d19-eb56-42c7-b229-a3c97fd40c81,VA,2023-01-01 00:00:00
6e7be7cc-55f9-4611-bcb3-6a8768e36609,CA,2023-01-01 00:00:00
6e80456e-6ee6-4d46-af09-bda410c9451c,MI,2023-01-01 00:00:00
6e838101-d118-4d86-96da-0f412eb61898,MO,2023-01-01 00:00:00
6e83e3bd-445d-4ed4-8b18-172e4cc85973,WI,2023-01-01 00:00:00
6e93a5e1-cb92-4de5-af8d-174f503c4e7c,CA,2023-01-01 00:00:00
6e93c6c4-2e6b-437f-8007-e27856b30d54,IA,2023-01-01 00:00:00
6e941347-1555-4318-ace4-46a45a15df38,IL,2023-01-01 00:00:00
6e9868b3-5c39-478b-ad51-437fdb76192a,NV,2023-01-01 00:00:00
6ea1fa5e-4ea5-451c-a2ad-ffe4ce32f616,FL,2023-01-01 00:00:00
6ea7bb57-6a6e-4eda-901b-e5ce300d2942,TN,2023-01-01 00:00:00
6eb02b4b-a8db-4dbb-b08c-1336d5587894,AR,2023-01-01 00:00:00
6eb41b9c-013c-4309-a9c0-cca0a44ec2c8,HI,2023-01-01 00:00:00
6eb4b52e-3a2f-4952-9a2c-28582db071d2,TX,2023-01-01 00:00:00
6eceb81c-29aa-4fb6-9b05-a219612bba3b,FL,2023-01-01 00:00:00
6ed5bf13-a246-4b72-a16d-10829fe9c9c6,MA,2023-01-01 00:00:00
6edda625-aaa2-496b-a315-5293fd2e10a1,TX,2023-01-01 00:00:00
6ee009c3-baff-4072-8518-914681c542bb,CA,2023-01-01 00:00:00
6ee17e4e-e505-4856-95cc-855d2964abf5,PA,2023-01-01 00:00:00
6ef50cbc-3635-42a5-a8ae-3f29b149289a,NC,2023-01-01 00:00:00
6f02241b-3b5f-45c7-8c16-94bc5008438f,CA,2023-01-01 00:00:00
6f046403-bd24-4527-b69e-be2bb9c7d371,KY,2023-01-01 00:00:00
6f0bc06d-486d-4bed-b68b-425a29142659,NY,2023-01-01 00:00:00
6f1add7f-5417-4be7-94a8-824b7ab2f9a1,WI,2023-01-01 00:00:00
6f1f49ec-db7c-4381-ba28-d0d59df71363,MI,2023-01-01 00:00:00
6f1f6aaf-2e98-4049-b0d6-b5fed9f2d3b6,IL,2023-01-01 00:00:00
6f1f7f04-024e-4636-aac2-7eb79ad5b3f6,FL,2023-01-01 00:00:00
6f226fd7-ff89-42b6-9707-566ce24ef3b4,MD,2023-01-01 00:00:00
6f2f693d-b046-4bdd-a4bd-e847771226de,PA,2023-01-01 00:00:00
6f3725ab-e2c4-42bb-b50d-dd80c90e79d6,ID,2023-01-01 00:00:00
6f4479ac-4977-4fce-94bf-641e6e95c650,AL,2023-01-01 00:00:00
6f46f216-e819-4358-a4bc-9f54befaaaa2,CA,2023-01-01 00:00:00
6f4b6e07-931f-457e-999e-1d136d6159c7,TN,2023-01-01 00:00:00
6f4dfee9-4391-4ed3-9f12-953b5b4b7848,FL,2023-01-01 00:00:00
6f56a465-8f87-4b3e-93f3-47f2b80516e6,CA,2023-01-01 00:00:00
6f62360a-3903-405d-b482-102dd76b5674,MA,2023-01-01 00:00:00
6f627ae7-2715-470c-8fa5-5b5e485f84b0,MN,2023-01-01 00:00:00
6f78c348-5077-4675-b3ea-2308135a3c39,TX,2023-01-01 00:00:00
6f862e3d-68c6-4593-9859-54f91daefaec,AZ,2023-01-01 00:00:00
6f88c347-2b66-477e-a4b9-31d97f4bcff7,TN,2023-01-01 00:00:00
6f8a8485-5f5d-4451-830e-572e1b480e8a,KY,2023-01-01 00:00:00
6f9165e3-9c5c-4dcc-9e11-34604880c818,IN,2023-01-01 00:00:00
6f9335d6-1efa-4e6e-8c14-0018fed04703,CA,2023-01-01 00:00:00
6f9cd40b-e7b6-44b3-a559-3073492bf492,CA,2023-01-01 00:00:00
6f9e38df-e961-4fa8-b083-a59cfd3b9d46,IN,2023-01-01 00:00:00
6fbb5ec0-6431-4e23-99d4-7de86ea4729b,CA,2023-01-01 00:00:00
6fc164c4-4b6e-4a9f-8c31-c790df39482a,GA,2023-01-01 00:00:00
6fd4083f-a8f8-40d1-a7f6-761b02c2aafc,NC,2023-01-01 00:00:00
6fdecf51-fdbe-4629-a3db-23ff41276995,NE,2023-01-01 00:00:00
6fe3c407-bc76-4274-b937-33b049be841d,AL,2023-01-01 00:00:00
6fe554b3-a8df-4a80-8a71-e41c421328af,NE,2023-01-01 00:00:00
6ff36e7c-662d-4d14-9097-4649441680c7,CA,2023-01-01 00:00:00
6ff7c05a-a028-4cb1-ae52-8a1b953a7b53,ND,2023-01-01 00:00:00
7006aa77-6bda-4ace-93e2-55c56575f382,MS,2023-01-01 00:00:00
7007ed86-aad2-449c-b894-eb8f2268c2be,GA,2023-01-01 00:00:00
70114d94-7fcc-446e-bc13-85b61b52d92b,CA,2023-01-01 00:00:00
701394e0-8cff-4e89-a584-5bd680d54263,PA,2023-01-01 00:00:00
7019d5d5-637b-4620-8d60-5c3df1ec724c,FL,2023-01-01 00:00:00
701a311d-2f8c-426c-a224-84314f1cc5ec,CO,2023-01-01 00:00:00
701bf37f-29b5-423b-8927-31acd84a7ba8,CA,2023-01-01 00:00:00
702e6b71-4514-470a-9ee8-a615bf09c3af,MN,2023-01-01 00:00:00
702ef51c-7e96-4721-89c0-4fa0e9631561,AR,2023-01-01 00:00:00
7035936b-164e-472e-83d3-d512c4d8603a,MD,2023-01-01 00:00:00
70383d92-f688-4245-949f-447329221645,WA,2023-01-01 00:00:00
703c4778-720c-403a-99e9-a06a7671117c,GA,2023-01-01 00:00:00
7040797b-57e6-4881-b750-d3b88ffa1b7f,GA,2023-01-01 00:00:00
70421c98-faed-44b1-a2ec-bd2bbaa6577b,CA,2023-01-01 00:00:00
70475560-1b62-428c-9dc4-1edce652ff00,NC,2023-01-01 00:00:00
704cbc72-484a-4a4a-8a72-68fd94ba6e12,MD,2023-01-01 00:00:00
704ff5d6-8c96-4bf3-9c90-b7936d315ffb,ID,2023-01-01 00:00:00
705c6f6f-a753-4519-b02b-7e3d721a4cad,KS,2023-01-01 00:00:00
70666c49-6d89-4377-9daa-f251e6aea7f7,KS,2023-01-01 00:00:00
70674051-23b2-4e7e-ba93-fbbf2462417e,IL,2023-01-01 00:00:00
706e0520-6ada-4c2d-848c-c67f0b62051e,MI,2023-01-01 00:00:00
70707bc5-8d8f-4bf1-b010-169c90e9ce04,TX,2023-01-01 00:00:00
7070ef43-579c-44f1-87c4-4469abc469f4,TX,2023-01-01 00:00:00
708b356f-c713-41f8-9e27-d33ce79bbd56,TX,2023-01-01 00:00:00
7096482c-d5f1-491e-83f7-004e5424899a,CA,2023-01-01 00:00:00
70974451-a0ee-42f4-bf6d-3e5f9c03728f,CA,2023-01-01 00:00:00
7097e20e-1698-4fba-88e4-1045754b81ef,KS,2023-01-01 00:00:00
70aba7f8-57f4-4121-8db6-e925ac9fcf94,DC,2023-01-01 00:00:00
70af27ec-9fdb-4d91-a4f6-ad98ded5d09e,MI,2023-01-01 00:00:00
70bbc086-9b09-4cad-8cc7-031f5ae26514,MA,2023-01-01 00:00:00
70d045bd-5dce-4ee7-a5cf-c8e180353253,CA,2023-01-01 00:00:00
70d65b11-30d8-4b96-a7f0-e06df0a8fdb7,IL,2023-01-01 00:00:00
70f3c8bb-2f79-46e4-8985-759526a04b47,AL,2023-01-01 00:00:00
70f41d42-5263-4405-8ae0-d09f954fba3c,CT,2023-01-01 00:00:00
70f7ec0d-9f70-454c-bd68-3709574ffc0b,MS,2023-01-01 00:00:00
70f948f3-4bef-45b2-be61-6117c50a7474,TX,2023-01-01 00:00:00
70f98b37-07d9-4961-bcb1-18fd8a396dee,KS,2023-01-01 00:00:00
70faa294-f36d-40c8-9cb9-e90946065ac3,CA,2023-01-01 00:00:00
70fd33cb-b60b-4ce1-b8b0-c36002620489,DC,2023-01-01 00:00:00
70fdb2ec-f027-4c1d-b5c7-2b05eb5d22bf,CA,2023-01-01 00:00:00
71032bf4-b58f-4fb8-a6d5-8a1ec33bcf75,NY,2023-01-01 00:00:00
71056cf7-3db4-47ed-a3cd-3e84f3c2b38a,CT,2023-01-01 00:00:00
7113e34c-39df-4d78-82b1-d1869d46c6df,OH,2023-01-01 00:00:00
71155528-c210-4a36-8994-66f74358f44e,MN,2023-01-01 00:00:00
711707bb-f736-47ab-8ee9-7762eaa5ba15,ID,2023-01-01 00:00:00
711c68ac-8413-4c00-b7c8-ebc9cdda1eb4,AZ,2023-01-01 00:00:00
71279e31-7143-4004-9dc7-14eaea3d2393,CT,2023-01-01 00:00:00
712a3aae-3ca8-4265-ad21-db043f7f5d42,NJ,2023-01-01 00:00:00
712ed7b4-004d-49d9-a977-4fbcd8efbb8c,CA,2023-01-01 00:00:00
7130aafd-505b-41ef-b301-9b79d03907e8,FL,2023-01-01 00:00:00
71470b53-f535-4d9e-9f5e-4dfb48b7008b,CA,2023-01-01 00:00:00
71476181-8411-4a83-88c0-3b2008bc7c59,CA,2023-01-01 00:00:00
714966ee-86f3-49ef-b56c-407b6a94deb0,CT,2023-01-01 00:00:00
714b08b5-2eb0-4a5d-b6ce-f0fe27abb3ba,CA,2023-01-01 00:00:00
714eefe0-b425-4990-9f0f-cece248606d0,KY,2023-01-01 00:00:00
714f3bab-f956-4f48-9d96-c929c91f4340,MA,2023-01-01 00:00:00
71556fb0-b34b-4d5c-85c3-73a1c0121154,FL,2023-01-01 00:00:00
7164239f-7699-4298-8f93-1c680812790f,CA,2023-01-01 00:00:00
716656b1-4444-4f0f-8a88-ff987873be4e,KY,2023-01-01 00:00:00
716ad2aa-1234-4713-af5d-0f5af4c7b3e5,CA,2023-01-01 00:00:00
718c84f9-c240-41f4-b1ee-bed0b92de6f1,NH,2023-01-01 00:00:00
718cc934-718f-43a8-9183-d8d7e29ee8a5,PA,2023-01-01 00:00:00
718ea607-c6a6-4d11-859a-700a3268fbef,UT,2023-01-01 00:00:00
718fa11b-cbdc-4dcc-9809-42815bcc8cca,CA,2023-01-01 00:00:00
719ef3d0-1a64-42d0-9374-f665b8ad4225,CA,2023-01-01 00:00:00
71a4f03b-5c95-4c2b-9c5a-ca4eccfca9b2,CA,2023-01-01 00:00:00
71abca1c-2578-4e75-a8f6-575e5a10dab0,NY,2023-01-01 00:00:00
71c2d3ec-3912-4fc9-8915-817f40284738,WI,2023-01-01 00:00:00
71cac410-56e1-44e8-ace9-9a8137e6a6c3,VT,2023-01-01 00:00:00
71e7b646-7ed4-4b4c-a2c7-2ca7b1e59978,FL,2023-01-01 00:00:00
71f7404e-7f1f-4150-88c8-8e4cef73c40a,OR,2023-01-01 00:00:00
71f8d028-7ac2-4fdd-b42b-8452a4a5b301,ND,2023-01-01 00:00:00
71fb8db0-fb08-4c64-9b0b-13f3055b86cf,TX,2023-01-01 00:00:00
7200173b-9e94-424b-a86c-382482a3dfa6,CO,2023-01-01 00:00:00
72018f5e-b3c1-4ca9-b734-981f348ebe21,MO,2023-01-01 00:00:00
7203577b-0fb2-4c04-8527-bb80ce865659,VA,2023-01-01 00:00:00
7204cef0-eb12-45a4-84f3-0da284e01405,MI,2023-01-01 00:00:00
7206462b-1f97-467b-8135-c892b24d4a72,IL,2023-01-01 00:00:00
720daad0-0c2d-49e2-90c3-49a33a688a2c,TX,2023-01-01 00:00:00
72160eac-ea3a-43a2-ad5e-fb484debeac7,IL,2023-01-01 00:00:00
7218f61e-698b-449a-a7e9-7fa23eafe2ba,CA,2023-01-01 00:00:00
721dbdb2-43ef-4e2d-a8d5-52503b18a4e6,IL,2023-01-01 00:00:00
72205d7d-2087-4766-a92f-99543d13a479,IL,2023-01-01 00:00:00
72221196-09be-4505-8c0c-81f634b74edc,SC,2023-01-01 00:00:00
722ff2ee-14ca-44b5-9e4a-f97359d7d075,NY,2023-01-01 00:00:00
72403245-cd92-4400-93c6-c5536dd9f683,IL,2023-01-01 00:00:00
7269c82d-c9f9-4850-9d31-a8989a1e4d6d,IL,2023-01-01 00:00:00
726aa5af-e989-4b55-a8d0-abf21610b65c,CA,2023-01-01 00:00:00
727013c9-daa1-4ca7-84cb-3b13d1e2bec9,MD,2023-01-01 00:00:00
727046f3-6455-471b-b62d-54cd186e6bf8,CA,2023-01-01 00:00:00
